sample_id	aro_gene	hit_rows
E_5-6	KPC-166	27
E_5-6	GOB-21	24
E_5-6	tet(W/32/O)	32257
E_5-6	GOB-22	27
E_5-6	AMZ-1	771
E_5-6	GOB-23	19
E_5-6	KPC-168	2
E_5-6	KPC-128	1
E_5-6	GOB-24	139
E_5-6	KPC-169	107
E_5-6	GOB-25	25
E_5-6	ROB-10	296
E_5-6	GOB-26	24
E_5-6	ROB-11	294
E_5-6	CFE-1	319
E_5-6	GOB-27	27
E_5-6	ROB-12	263
E_5-6	CFE-2	96
E_5-6	GOB-28	144
E_5-6	ROB-13	288
E_5-6	carA	15681
E_5-6	GOB-29	34
E_5-6	vanW_in_vanG_cl	105
E_5-6	AAC_6_IB_Su	2336
E_5-6	ADC-160	191
E_5-6	ADC-120	299
E_5-6	ADC-162	41
E_5-6	ADC-121	137
E_5-6	ADC-163	2
E_5-6	ADC-122	1
E_5-6	Lreu_cat-TC	1088
E_5-6	ADC-164	4
E_5-6	OXY-6-10	26
E_5-6	OXY-2-10	53
E_5-6	ADC-123	517
E_5-6	MCR-6.1	7536
E_5-6	OXY-2-11	34
E_5-6	OXY-6-11	35
E_5-6	ADC-165	72
E_5-6	PLA-2a	298
E_5-6	OXY-2-12	23
E_5-6	ADC-166	103
E_5-6	ADC-125	62
E_5-6	OXY-2-13	18
E_5-6	ADC-167	173
E_5-6	ADC-168	12
E_5-6	OXY-2-14	31
E_5-6	ADC-127	190
E_5-6	OXY-2-15	78
E_5-6	ADC-169	133
E_5-6	ADC-128	219
E_5-6	ADC-129	261
E_5-6	OXY-2-17	29
E_5-6	ThfT	508
E_5-6	OXY-2-18	20
E_5-6	myrA	876
E_5-6	OXY-2-19	28
E_5-6	B3SU1-1	113
E_5-6	CARB-40	118
E_5-6	AAC(6')-Ib'	2497
E_5-6	CARB-41	93
E_5-6	hmrM	4458
E_5-6	SHV-70	4
E_5-6	CARB-42	570
E_5-6	SHV-71	18
E_5-6	CARB-43	333
E_5-6	SHV-72	6
E_5-6	CARB-44	100
E_5-6	OXA-980	20
E_5-6	SHV-32	58
E_5-6	SHV-73	96
E_5-6	CARB-45	72
E_5-6	OXA-940	1
E_5-6	OXA-981	157
E_5-6	CARB-46	406
E_5-6	OXA-982	91
E_5-6	SHV-75	5
E_5-6	CARB-47	82
E_5-6	OXA-941	238
E_5-6	OXA-900	785
E_5-6	CARB-48	39
E_5-6	OXA-901	61
E_5-6	OXA-942	35
E_5-6	SHV-76	6
E_5-6	OXA-983	101
E_5-6	SHV-35	102
E_5-6	OXA-984	36
E_5-6	SHV-77	9
E_5-6	SHV-36	26
E_5-6	OXA-902	113
E_5-6	CARB-49	1509
E_5-6	APH(3')-IIa	173
E_5-6	OXA-943	179
E_5-6	SHV-37	25
E_5-6	OXA-670	24
E_5-6	APH(3')-IIb	51
E_5-6	SHV-78	60
E_5-6	OXA-1140	108
E_5-6	OXA-903	157
E_5-6	OXA-944	199
E_5-6	OXA-985	163
E_5-6	mecR1	588
E_5-6	OXA-1181	94
E_5-6	OXA-986	11
E_5-6	SHV-38	16
E_5-6	OXA-671	43
E_5-6	APH(3')-IIc	112
E_5-6	OXA-904	206
E_5-6	OXA-1182	68
E_5-6	OXA-945	147
E_5-6	OXA-630	32
E_5-6	OXA-1141	1000
E_5-6	OXA-1100	592
E_5-6	SHV-79	135
E_5-6	OXA-1142	14
E_5-6	CTX-M-90	5
E_5-6	OXA-672	134
E_5-6	OXA-946	233
E_5-6	OXA-1183	842
E_5-6	OXA-905	135
E_5-6	OXA-987	103
E_5-6	OXA-631	43
E_5-6	OXA-1101	680
E_5-6	AAC(6')-Ib3	2497
E_5-6	qnrE1	179
E_5-6	OXA-988	24
E_5-6	CTX-M-91	28
E_5-6	OXA-673	123
E_5-6	OXA-947	91
E_5-6	OXA-1184	465
E_5-6	CTX-M-50	62
E_5-6	OXA-906	144
E_5-6	OXA-1102	455
E_5-6	OXA-1143	1655
E_5-6	OXA-632	33
E_5-6	AAC(6')-Ib4	2497
E_5-6	qnrE2	177
E_5-6	CTX-M-51	5
E_5-6	OXA-989	18
E_5-6	OXA-1185	26
E_5-6	CTX-M-10	27
E_5-6	OXA-1144	123
E_5-6	OXA-907	64
E_5-6	CTX-M-92	124
E_5-6	OXA-633	34
E_5-6	OXA-948	259
E_5-6	OXA-674	140
E_5-6	Erm(36)	792
E_5-6	OXA-1103	474
E_5-6	NPS-1	1720
E_5-6	OXA-360	7
E_5-6	PDC-590	7
E_5-6	CTX-M-52	63
E_5-6	OXA-1145	106
E_5-6	CTX-M-11	107
E_5-6	OXA-949	220
E_5-6	CTX-M-93	81
E_5-6	OXA-908	279
E_5-6	OXA-634	30
E_5-6	OXA-1104	483
E_5-6	OXA-675	1393
E_5-6	OXA-1186	3028
E_5-6	PDC-591	1
E_5-6	PDC-550	1
E_5-6	CTX-M-12	7
E_5-6	FEZ-1	18
E_5-6	OXA-635	14
E_5-6	OXA-361	76
E_5-6	CTX-M-94	86
E_5-6	CTX-M-53	125
E_5-6	OXA-1105	482
E_5-6	OXA-320	1413
E_5-6	OXA-1146	904
E_5-6	amrA	4370
E_5-6	AAC(6')-Ib7	6488
E_5-6	OXA-676	636
E_5-6	emrA	9207
E_5-6	OXA-1187	2001
E_5-6	PDC-551	3
E_5-6	CTX-M-13	13
E_5-6	PDC-510	5
E_5-6	CTX-M-54	114
E_5-6	OXA-1188	95
E_5-6	CTX-M-95	161
E_5-6	OXA-636	15
E_5-6	OXA-362	78
E_5-6	OXA-1147	823
E_5-6	OXA-1106	426
E_5-6	amrB	89956
E_5-6	AAC(6')-Ib8	2701
E_5-6	OXA-677	3152
E_5-6	emrB	14523
E_5-6	PDC-552	1
E_5-6	OXA-637	15
E_5-6	OXA-678	25
E_5-6	PDC-593	2
E_5-6	OXA-363	125
E_5-6	CTX-M-14	43
E_5-6	CTX-M-96	85
E_5-6	OXA-322	152
E_5-6	OXA-1189	123
E_5-6	CTX-M-55	164
E_5-6	OXA-1107	446
E_5-6	OXA-1148	1331
E_5-6	AAC(6')-Ib9	2601
E_5-6	CTX-M-170	2
E_5-6	OXA-638	30
E_5-6	CTX-M-97	85
E_5-6	CTX-M-56	214
E_5-6	OXA-679	235
E_5-6	OXA-364	65
E_5-6	OXA-1149	158
E_5-6	OXA-323	141
E_5-6	CTX-M-15	22
E_5-6	PDC-512	97
E_5-6	OXA-1108	6272
E_5-6	MCR-3.40	3251
E_5-6	PDC-553	26
E_5-6	OXA-1109	1
E_5-6	CTX-M-16	5
E_5-6	OXA-639	28
E_5-6	OXA-365	5
E_5-6	CTX-M-171	114
E_5-6	PDC-280	33
E_5-6	PDC-595	53
E_5-6	CTX-M-98	108
E_5-6	CTX-M-130	93
E_5-6	OXA-324	168
E_5-6	MCR-3.41	3982
E_5-6	APH(3')-Va	302
E_5-6	CTX-M-172	1
E_5-6	PDC-514	5
E_5-6	PDC-281	4
E_5-6	PDC-240	16
E_5-6	CTX-M-58	82
E_5-6	APH(3')-Vb	143
E_5-6	OXA-366	151
E_5-6	CTX-M-131	248
E_5-6	CTX-M-99	25
E_5-6	OXA-325	222
E_5-6	PDC-555	33
E_5-6	PDC-597	3
E_5-6	CTX-M-173	1
E_5-6	PDC-515	1
E_5-6	PDC-282	13
E_5-6	CTX-M-59	153
E_5-6	OXA-326	154
E_5-6	CTX-M-132	84
E_5-6	PDC-241	110
E_5-6	APH(3')-Vc	249
E_5-6	PDC-557	7
E_5-6	PDC-201	15
E_5-6	PDC-516	2
E_5-6	IMI-10	12
E_5-6	CTX-M-174	49
E_5-6	PDC-283	55
E_5-6	CTX-M-19	53
E_5-6	OXA-327	178
E_5-6	lfrA	1142
E_5-6	OXA-368	2456
E_5-6	CTX-M-134	9
E_5-6	PDC-202	50
E_5-6	PDC-284	22
E_5-6	PDC-517	12
E_5-6	CTX-M-175	13
E_5-6	vph	371
E_5-6	OXA-328	52
E_5-6	CTX-M-176	1
E_5-6	PDC-559	1
E_5-6	PDC-203	10
E_5-6	IMI-12	19
E_5-6	PDC-518	8
E_5-6	PDC-244	28
E_5-6	mgtA	59
E_5-6	OXA-329	250
E_5-6	PDC-519	1
E_5-6	PDC-204	1
E_5-6	CTX-M-177	2
E_5-6	CTX-M-136	6
E_5-6	IMI-13	25
E_5-6	LptD	7810
E_5-6	emrK	7920
E_5-6	PDC-246	1
E_5-6	CTX-M-178	1
E_5-6	PDC-205	16
E_5-6	IMI-14	19
E_5-6	CTX-M-137	102
E_5-6	CTX-M-138	1
E_5-6	IMI-15	23
E_5-6	CTX-M-179	42
E_5-6	PDC-247	53
E_5-6	PDC-248	1
E_5-6	IMI-16	12
E_5-6	PDC-289	6
E_5-6	PDC-207	55
E_5-6	CTX-M-139	150
E_5-6	ORR-1	31
E_5-6	IMI-17	25
E_5-6	BAT-1	471
E_5-6	mdsA	3004
E_5-6	IMI-18	10
E_5-6	mdsB	93909
E_5-6	IMI-19	9
E_5-6	mdsC	11435
E_5-6	ACI-1	472
E_5-6	emrR	1040
E_5-6	PSV-1	253
E_5-6	ANT3II_ANT6II	8079
E_5-6	sgm	6
E_5-6	VEB-1	6905
E_5-6	vanW_in_vanI_cl	558
E_5-6	NDM-40	2
E_5-6	VEB-2	6198
E_5-6	NDM-41	4
E_5-6	VEB-3	6330
E_5-6	NDM-42	2
E_5-6	OKP-A-10	62
E_5-6	VEB-4	5349
E_5-6	NDM-43	2
E_5-6	OKP-A-11	109
E_5-6	VEB-5	5704
E_5-6	CdnimB	566
E_5-6	emrY	12845
E_5-6	NDM-44	2
E_5-6	OKP-A-12	138
E_5-6	VEB-6	5537
E_5-6	NDM-45	4
E_5-6	CMH-30	40
E_5-6	OKP-A-13	121
E_5-6	VEB-7	5081
E_5-6	NDM-46	4
E_5-6	CMH-31	44
E_5-6	OKP-A-14	135
E_5-6	VEB-8	3688
E_5-6	NDM-47	1
E_5-6	OKP-A-15	156
E_5-6	CMH-32	33
E_5-6	VEB-9	6930
E_5-6	NDM-48	4
E_5-6	CMH-33	40
E_5-6	OKP-A-16	61
E_5-6	Bsub_mprF	610
E_5-6	mel	10217
E_5-6	NDM-49	4
E_5-6	OKP-A-17	50
E_5-6	vanZ_in_vanA_cl	297
E_5-6	CMH-34	35
E_5-6	ANT(3'')-IIa	543
E_5-6	ANT(3'')-IIb	527
E_5-6	hp1181	7319
E_5-6	tet(56)	52
E_5-6	aad(6)	694
E_5-6	APH(2'')-IIa	66
E_5-6	ANT(3'')-IIc	577
E_5-6	tet(52)	67
E_5-6	CMY-160	1
E_5-6	KPC-240	111
E_5-6	OKP-B-1	57
E_5-6	KPC-241	94
E_5-6	CMY-121	994
E_5-6	CMY-163	2
E_5-6	CMY-122	28
E_5-6	OKP-B-2	81
E_5-6	KPC-201	84
E_5-6	Saga_mprF	660
E_5-6	OKP-B-3	52
E_5-6	CMY-165	3
E_5-6	CMY-124	25
E_5-6	OKP-B-4	31
E_5-6	tet(X5)	1501
E_5-6	AAC6_Ie_APH2_Ia	946
E_5-6	chrB	1113
E_5-6	APH(3')-VIIa	96
E_5-6	CMY-125	23
E_5-6	OKP-B-5	69
E_5-6	CMY-166	12
E_5-6	tet(X1)	1884
E_5-6	CMY-167	65
E_5-6	OKP-B-6	70
E_5-6	Rv1877	2068
E_5-6	CMY-127	26
E_5-6	OKP-B-7	19
E_5-6	CMY-168	24
E_5-6	OXA-114a	82
E_5-6	ALI-1	1
E_5-6	OKP-B-8	94
E_5-6	CMY-128	116
E_5-6	KPC-207	2
E_5-6	LHK-1	227
E_5-6	CMY-169	435
E_5-6	OXA-114b	73
E_5-6	CME-1	1051
E_5-6	CMY-129	31
E_5-6	ALI-2	33
E_5-6	OKP-B-9	56
E_5-6	OXA-114c	45
E_5-6	LHK-2	228
E_5-6	CME-2	1044
E_5-6	OXA-114d	66
E_5-6	LHK-3	224
E_5-6	farA	8529
E_5-6	CME-3	1058
E_5-6	OXA-80	1
E_5-6	OXA-114e	65
E_5-6	LHK-4	221
E_5-6	farB	14155
E_5-6	BIM-1	3
E_5-6	OXA-114f	66
E_5-6	LHK-5	231
E_5-6	LHK-6	216
E_5-6	OXA-114g	113
E_5-6	cmlB1	5909
E_5-6	OXA-42	40
E_5-6	OXA-83	59
E_5-6	LHK-7	219
E_5-6	OXA-114h	63
E_5-6	OXA-84	9
E_5-6	OXA-43	34
E_5-6	OXA-114i	74
E_5-6	BlaB-10	11
E_5-6	OXA-114j	27
E_5-6	BlaB-11	13
E_5-6	ADC-280	10
E_5-6	RASA-1	305
E_5-6	OXA-85	883
E_5-6	QnrB50	257
E_5-6	AQU-1	1005
E_5-6	BlaB-12	6
E_5-6	OXA-45	29
E_5-6	OXA-86	10
E_5-6	OXA-114k	47
E_5-6	ADC-240	23
E_5-6	ADC-281	55
E_5-6	AQU-2	1054
E_5-6	QnrB10	179
E_5-6	ADC-241	1
E_5-6	BlaB-13	8
E_5-6	OXY-7-1	32
E_5-6	OXA-114l	41
E_5-6	QnrB11	134
E_5-6	OXA-87	130
E_5-6	AQU-3	684
E_5-6	OXA-46	1638
E_5-6	ADC-282	207
E_5-6	ADC-242	3
E_5-6	OXA-88	1
E_5-6	ADC-283	6
E_5-6	OXA-114m	37
E_5-6	QnrB12	96
E_5-6	BlaB-14	25
E_5-6	OXA-47	1404
E_5-6	ADC-201	406
E_5-6	OXA-89	1
E_5-6	ADC-284	13
E_5-6	ADC-243	35
E_5-6	OXA-114n	21
E_5-6	OXA-48	352
E_5-6	BlaB-15	13
E_5-6	QnrB54	834
E_5-6	ADC-202	229
E_5-6	QnrB13	113
E_5-6	ADC-244	3
E_5-6	ADC-203	2
E_5-6	BlaB-16	49
E_5-6	vanZ_in_vanF_cl	210
E_5-6	OXA-49	45
E_5-6	QnrB55	256
E_5-6	QnrB14	69
E_5-6	ADC-285	264
E_5-6	ADC-286	8
E_5-6	ADC-204	2
E_5-6	OXA-114p	22
E_5-6	BlaB-17	13
E_5-6	ADC-245	265
E_5-6	QnrB56	197
E_5-6	QnrB15	240
E_5-6	ADC-287	2
E_5-6	QnrB16	26
E_5-6	BlaB-18	13
E_5-6	ADC-246	43
E_5-6	OXA-114q	42
E_5-6	ADC-205	162
E_5-6	tva(A)	14040
E_5-6	QnrB57	31
E_5-6	APH(3')-VIIIa	214
E_5-6	ADC-247	31
E_5-6	BlaB-19	6
E_5-6	APH(3')-VIIIb	85
E_5-6	ADC-288	200
E_5-6	CRD3-1	246
E_5-6	OXA-114r	47
E_5-6	QnrB58	171
E_5-6	ADC-206	373
E_5-6	QnrB17	32
E_5-6	L1_BLA	14
E_5-6	OXA-114s	35
E_5-6	ADC-248	79
E_5-6	QnrB59	104
E_5-6	ADC-289	150
E_5-6	ADC-207	478
E_5-6	QnrB18	156
E_5-6	Sint_ACT_CHL	1241
E_5-6	IMI-1	26
E_5-6	OXA-114t	39
E_5-6	ADC-249	85
E_5-6	ADC-208	70
E_5-6	QnrB19	561
E_5-6	OXA-114u	21
E_5-6	IMI-2	30
E_5-6	ADC-209	338
E_5-6	MdtK	2432
E_5-6	OXA-114v	25
E_5-6	IMI-3	32
E_5-6	IMI-4	8
E_5-6	OXA-114w	29
E_5-6	opcM	1683
E_5-6	dfrA20	3085
E_5-6	IMI-5	16
E_5-6	OXA-114x	43
E_5-6	dfrA21	3534
E_5-6	MCR-1.1	8921
E_5-6	IMI-6	21
E_5-6	dfrA22	3674
E_5-6	MCR-1.2	10363
E_5-6	IMI-7	30
E_5-6	dfrA23	40
E_5-6	Scoh_vga(E)	37859
E_5-6	VEB-20	5456
E_5-6	MCR-1.3	9919
E_5-6	vanTm_in_vanL	81
E_5-6	IMI-8	46
E_5-6	dfrA24	333
E_5-6	YojI	11555
E_5-6	VEB-21	4768
E_5-6	MdtQ	2976
E_5-6	MCR-1.4	9433
E_5-6	IMI-9	8
E_5-6	NmcA	30
E_5-6	dfrA25	2583
E_5-6	VEB-22	6251
E_5-6	MCR-1.5	10467
E_5-6	VEB-23	5473
E_5-6	MCR-1.6	9893
E_5-6	dfrA26	3959
E_5-6	PC1_blaZ	46
E_5-6	dfrA27	1740
E_5-6	VEB-24	2557
E_5-6	MCR-1.7	10489
E_5-6	LEN-40	3
E_5-6	dfrA28	1738
E_5-6	VEB-25	5190
E_5-6	MCR-1.8	10554
E_5-6	LEN-41	12
E_5-6	mtrA	405
E_5-6	dfrA29	2567
E_5-6	VEB-26	5032
E_5-6	MCR-1.9	8845
E_5-6	LEN-42	7
E_5-6	blaR1	1048
E_5-6	VEB-27	3578
E_5-6	LEN-43	6
E_5-6	PME-1	112
E_5-6	VEB-28	4566
E_5-6	mtrC	7330
E_5-6	OXA-790	15
E_5-6	ECV-1	56
E_5-6	OXA-1260	223
E_5-6	VEB-29	1084
E_5-6	mtrD	92135
E_5-6	OXA-1220	1
E_5-6	OXA-791	31
E_5-6	OXA-1261	242
E_5-6	mtrE	8826
E_5-6	HBL-1	254
E_5-6	TEM-160	1
E_5-6	OXA-1221	25
E_5-6	MIR-30	46
E_5-6	OXA-1262	248
E_5-6	RATA-1	808
E_5-6	OXA-711	1
E_5-6	TEM-120	2
E_5-6	OXA-1222	22
E_5-6	MIR-31	34
E_5-6	PEN-A30	250
E_5-6	OXA-1263	230
E_5-6	OXA-793	792
E_5-6	RATA-2	744
E_5-6	OXA-753	1
E_5-6	MIR-32	19
E_5-6	TEM-121	102
E_5-6	PEN-A31	169
E_5-6	TEM-162	91
E_5-6	OXA-1264	552
E_5-6	pmrA	3588
E_5-6	OXA-794	2953
E_5-6	Erm(48)	3232
E_5-6	OXA-1265	1
E_5-6	OXA-713	1
E_5-6	tmrB	29
E_5-6	MIR-33	24
E_5-6	PEN-A32	217
E_5-6	OXA-795	3193
E_5-6	TEM-122	94
E_5-6	lmrB	2144
E_5-6	OXA-1224	162
E_5-6	OXA-1266	18
E_5-6	MIR-34	16
E_5-6	PEN-A33	156
E_5-6	OXA-440	88
E_5-6	OXA-1225	42
E_5-6	OXA-481	173
E_5-6	OXA-755	79
E_5-6	OXA-796	1409
E_5-6	TEM-123	369
E_5-6	lmrC	15470
E_5-6	OXA-441	1
E_5-6	MIR-35	35
E_5-6	OXA-400	4
E_5-6	PEN-A34	121
E_5-6	OXA-482	75
E_5-6	OXA-1267	59
E_5-6	TEM-124	385
E_5-6	Abau_AbaF	6977
E_5-6	lmrD	67849
E_5-6	OXA-1226	154
E_5-6	OXA-442	3
E_5-6	OXA-1268	5
E_5-6	PDC-631	2
E_5-6	OXA-483	52
E_5-6	OXA-798	89
E_5-6	PEN-A35	180
E_5-6	OXA-1227	148
E_5-6	TEM-125	112
E_5-6	OXA-401	118
E_5-6	TEM-166	248
E_5-6	OXA-758	3
E_5-6	OXA-799	1
E_5-6	TEM-167	6
E_5-6	IMP-90	6
E_5-6	OXA-717	9
E_5-6	OXA-443	159
E_5-6	OXA-1269	50
E_5-6	OXA-1228	149
E_5-6	OXA-402	94
E_5-6	TEM-126	504
E_5-6	OXA-484	203
E_5-6	IMP-91	1
E_5-6	TEM-168	3
E_5-6	OXA-403	1
E_5-6	PDC-633	15
E_5-6	OXA-759	17
E_5-6	OXA-170	105
E_5-6	PEN-A37	207
E_5-6	TEM-127	175
E_5-6	OXA-444	334
E_5-6	OXA-485	201
E_5-6	NmcR	4115
E_5-6	IMP-92	1
E_5-6	IMP-10	4
E_5-6	IMP-51	5
E_5-6	OXA-404	1
E_5-6	PEN-A38	163
E_5-6	TEM-128	31
E_5-6	OXA-171	132
E_5-6	PDC-360	32
E_5-6	TEM-169	105
E_5-6	OXA-130	184
E_5-6	OXA-486	365
E_5-6	TEM-129	1
E_5-6	CTX-M-252	1
E_5-6	IMP-52	4
E_5-6	PDC-320	3
E_5-6	OXA-131	25
E_5-6	OXA-172	27
E_5-6	OXA-446	26
E_5-6	ANT(3'')-Ib	267
E_5-6	IMP-93	5
E_5-6	IMP-11	6
E_5-6	GIM-1	18
E_5-6	OXA-405	1792
E_5-6	CTX-M-212	1
E_5-6	IMP-94	2
E_5-6	IMP-12	6
E_5-6	IMP-53	8
E_5-6	OXA-173	25
E_5-6	OXA-447	33
E_5-6	CTX-M-253	63
E_5-6	OXA-132	1
E_5-6	OXA-406	14
E_5-6	PDC-362	21
E_5-6	OXA-488	242
E_5-6	GIM-2	17
E_5-6	IMP-54	1
E_5-6	PDC-637	2
E_5-6	GIM-3	2
E_5-6	OXA-133	102
E_5-6	CTX-M-213	13
E_5-6	OXA-489	26
E_5-6	IMP-95	2
E_5-6	OXA-407	10
E_5-6	OXA-174	52
E_5-6	OXA-448	25
E_5-6	IMP-13	2
E_5-6	EreA2	910
E_5-6	LCR-1	2548
E_5-6	IMP-96	1
E_5-6	CTX-M-255	2
E_5-6	CTX-M-214	6
E_5-6	PDC-638	2
E_5-6	OXA-175	7
E_5-6	PDC-323	8
E_5-6	PDC-364	16
E_5-6	IMP-14	3
E_5-6	OXA-408	85
E_5-6	OXA-449	18
E_5-6	OXA-134	89
E_5-6	pgpB	378
E_5-6	IMP-56	1
E_5-6	CTX-M-215	1
E_5-6	OXA-176	1
E_5-6	mef(H)	32
E_5-6	PDC-365	16
E_5-6	IMP-15	5
E_5-6	PDC-639	63
E_5-6	PDC-324	25
E_5-6	PDC-366	2
E_5-6	CTX-M-216	1
E_5-6	PEDO-1	80
E_5-6	ACT-170	61
E_5-6	IMP-16	6
E_5-6	mef(D)	2199
E_5-6	OXA-136	737
E_5-6	IMP-99	1
E_5-6	IMP-17	1
E_5-6	PDC-326	9
E_5-6	ACT-171	18
E_5-6	PEDO-2	26
E_5-6	OXA-178	54
E_5-6	CTX-M-217	59
E_5-6	Abau_AbaQ	1709
E_5-6	IMP-58	7
E_5-6	vanS_in_vanA_cl	3901
E_5-6	OXA-137	724
E_5-6	IMP-18	1
E_5-6	OXA-179	2
E_5-6	PDC-327	14
E_5-6	IMP-59	10
E_5-6	lmrP	121
E_5-6	ACT-172	60
E_5-6	PEDO-3	34
E_5-6	OXA-138	9
E_5-6	ACT-131	95
E_5-6	IMP-19	7
E_5-6	CTX-M-219	9
E_5-6	PDC-328	10
E_5-6	blaC	68
E_5-6	ACT-173	162
E_5-6	OXA-139	19
E_5-6	tetA(P)	1177
E_5-6	ACT-174	15
E_5-6	PDC-329	18
E_5-6	ACT-175	19
E_5-6	ACT-176	34
E_5-6	blaF	101
E_5-6	ACT-177	195
E_5-6	ACT-178	145
E_5-6	LnuH	904
E_5-6	ACT-179	4
E_5-6	bcrA	31430
E_5-6	bcrB	12
E_5-6	bcrC	140
E_5-6	tet(W)	32898
E_5-6	tap	43
E_5-6	tet(S)	31208
E_5-6	FOX-10	354
E_5-6	tet(O)	35371
E_5-6	tet(K)	130
E_5-6	LnuP	511
E_5-6	FOX-12	416
E_5-6	tet(G)	5249
E_5-6	EC-5	979
E_5-6	dfrB1	287
E_5-6	FOX-13	308
E_5-6	tet(C)	6419
E_5-6	KLUG-1	37
E_5-6	dfrB2	272
E_5-6	FOX-14	320
E_5-6	dfrB3	272
E_5-6	FOX-15	330
E_5-6	EC-8	1141
E_5-6	AAC6_30_AAC6_Ib	2617
E_5-6	dfrB4	247
E_5-6	FOX-16	296
E_5-6	dfrB5	287
E_5-6	FOX-17	271
E_5-6	dfrB6	287
E_5-6	tet(64)	5177
E_5-6	FOX-18	247
E_5-6	Ecol_emrE	4741
E_5-6	dfr22	3757
E_5-6	CfiA2	332
E_5-6	dfrB7	276
E_5-6	FOX-19	332
E_5-6	OCH-1	297
E_5-6	SHV-160	1
E_5-6	CfiA4	319
E_5-6	OCH-2	398
E_5-6	MOC-1	37
E_5-6	tet(37)	2111
E_5-6	OCH-3	383
E_5-6	SHV-121	122
E_5-6	SHV-162	55
E_5-6	BUT-1	176
E_5-6	vanS_in_vanB_cl	1007
E_5-6	tet(33)	2852
E_5-6	OCH-4	233
E_5-6	BUT-2	189
E_5-6	OCH-5	236
E_5-6	cipA	868
E_5-6	CfiA8	317
E_5-6	SHV-164	82
E_5-6	SHV-123	166
E_5-6	OCH-6	337
E_5-6	tetB(P)	33271
E_5-6	SHV-165	1
E_5-6	CfiA9	316
E_5-6	SHV-124	230
E_5-6	OCH-7	377
E_5-6	SHV-125	204
E_5-6	OCH-8	257
E_5-6	SHV-167	100
E_5-6	TEM-80	405
E_5-6	marA	1014
E_5-6	SHV-126	230
E_5-6	TEM-40	1
E_5-6	SHV-168	2
E_5-6	VMB-1	73
E_5-6	TEM-81	407
E_5-6	SHV-127	164
E_5-6	arr-1	786
E_5-6	TEM-82	1
E_5-6	SHV-128	29
E_5-6	arr-2	1405
E_5-6	AAK-1	5
E_5-6	TEM-83	7
E_5-6	SHV-129	8
E_5-6	TEM-42	421
E_5-6	arr-3	1405
E_5-6	TEM-84	19
E_5-6	TEM-43	229
E_5-6	msr(I)	44446
E_5-6	arr-4	1171
E_5-6	TEM-85	2
E_5-6	SHN-1	13
E_5-6	arr-5	1299
E_5-6	TEM-86	3
E_5-6	TEM-45	4
E_5-6	PDC-70	20
E_5-6	TEM-87	160
E_5-6	arr-7	1147
E_5-6	PDC-30	1
E_5-6	TEM-88	27
E_5-6	TEM-47	299
E_5-6	aadA8b	6020
E_5-6	arr-8	1141
E_5-6	PDC-72	2
E_5-6	TEM-48	2
E_5-6	IMP-1	7
E_5-6	TEM-89	87
E_5-6	TER-1	474
E_5-6	ADC-320	3
E_5-6	PDC-32	1
E_5-6	IMP-2	11
E_5-6	PDC-73	162
E_5-6	TER-2	552
E_5-6	IMP-3	7
E_5-6	PDC-33	158
E_5-6	EXO-1	90
E_5-6	ADC-321	148
E_5-6	IMP-4	8
E_5-6	PDC-34	3
E_5-6	ADC-322	33
E_5-6	PDC-75	117
E_5-6	ADC-323	1
E_5-6	IMP-5	6
E_5-6	PDC-76	81
E_5-6	MCR-8.1	8508
E_5-6	IMP-6	6
E_5-6	ADC-324	195
E_5-6	PDC-77	132
E_5-6	QnrA1	838
E_5-6	AAC(6')-Ib-cr1	2480
E_5-6	MCR-8.2	8492
E_5-6	ADC-325	14
E_5-6	IMP-7	4
E_5-6	PDC-78	131
E_5-6	QnrA2	665
E_5-6	MCR-8.3	8364
E_5-6	IMP-8	6
E_5-6	Vcho_varG	11
E_5-6	VIM-80	8
E_5-6	PDC-38	3
E_5-6	ADC-326	20
E_5-6	PDC-79	149
E_5-6	QnrA3	802
E_5-6	Eclo_acrA	17775
E_5-6	MCR-8.4	8445
E_5-6	AAC(6')-Ib-cr3	2355
E_5-6	VIM-40	2
E_5-6	IMP-9	8
E_5-6	QnrA4	802
E_5-6	AAC(6')-Ib-cr4	2484
E_5-6	ADC-328	1
E_5-6	QnrA5	802
E_5-6	AAC(6')-Ib-cr5	2495
E_5-6	VIM-83	27
E_5-6	ADC-329	34
E_5-6	VIM-42	42
E_5-6	QnrA6	509
E_5-6	AAC(6')-Ib-cr6	2475
E_5-6	SPS-1	23
E_5-6	VIM-43	24
E_5-6	OXY-2-1	34
E_5-6	QnrA7	651
E_5-6	AAC(6')-Ib-cr7	2496
E_5-6	VIM-44	2
E_5-6	OXY-2-2	64
E_5-6	AAC(6')-Ib-cr8	2339
E_5-6	VIM-45	1
E_5-6	VIM-86	38
E_5-6	OXY-2-3	84
E_5-6	vanS_in_vanG_cl	3582
E_5-6	AAC(6')-Ib-cr9	2363
E_5-6	vanS_in_vanC_cl	2521
E_5-6	OXY-2-4	77
E_5-6	VIM-47	5
E_5-6	VIM-88	26
E_5-6	OXY-2-5	49
E_5-6	OXY-2-6	32
E_5-6	vanTr_in_vanL	2275
E_5-6	VIM-49	2
E_5-6	OXY-2-7	54
E_5-6	OXY-2-8	65
E_5-6	OXY-2-9	87
E_5-6	vanA	3900
E_5-6	MYO-1	63
E_5-6	vanB	2563
E_5-6	vanC	4544
