sample_id	genomad_context	drug_class	ARG_hit_count
ERR1713331	chromosome_like	tetracycline antibiotic	4479
ERR1713331	chromosome_like	fluoroquinolone antibiotic	4131
ERR1713331	chromosome_like	macrolide antibiotic	3873
ERR1713331	chromosome_like	penam	3110
ERR1713331	chromosome_like	peptide antibiotic	2402
ERR1713331	chromosome_like	cephalosporin	2304
ERR1713331	chromosome_like	disinfecting agents and antiseptics	2023
ERR1713331	chromosome_like	phenicol antibiotic	1965
ERR1713331	chromosome_like	aminoglycoside antibiotic	1843
ERR1713331	chromosome_like	cephamycin	1578
ERR1713331	chromosome_like	carbapenem	1560
ERR1713331	chromosome_like	glycopeptide antibiotic	1301
ERR1713331	chromosome_like	rifamycin antibiotic	1138
ERR1713331	chromosome_like	aminocoumarin antibiotic	1099
ERR1713331	chromosome_like	penem	886
ERR1713331	chromosome_like	monobactam	883
ERR1713331	chromosome_like	glycylcycline	777
ERR1713331	chromosome_like	diaminopyrimidine antibiotic	738
ERR1713331	chromosome_like	lincosamide antibiotic	582
ERR1713331	chromosome_like	streptogramin antibiotic	431
ERR1713331	chromosome_like	nitroimidazole antibiotic	373
ERR1713331	chromosome_like	sulfonamide antibiotic	354
ERR1713331	chromosome_like	phosphonic acid antibiotic	337
ERR1713331	chromosome_like	mupirocin-like antibiotic	306
ERR1713331	chromosome_like	oxazolidinone antibiotic	288
ERR1713331	chromosome_like	pleuromutilin antibiotic	287
ERR1713331	chromosome_like	streptogramin A antibiotic	284
ERR1713331	chromosome_like	nucleoside antibiotic	273
ERR1713331	chromosome_like	fusidane antibiotic	148
ERR1713331	chromosome_like	isoniazid-like antibiotic	140
ERR1713331	chromosome_like	elfamycin antibiotic	136
ERR1713331	chromosome_like	streptogramin B antibiotic	118
ERR1713331	chromosome_like	bicyclomycin-like antibiotic	90
ERR1713331	chromosome_like	antibacterial free fatty acids	83
ERR1713331	chromosome_like	pyrazine antibiotic	47
ERR1713331	chromosome_like	salicylic acid antibiotic	36
ERR1713331	chromosome_like	nitrofuran antibiotic	31
ERR1713331	chromosome_like	thioamide antibiotic	10
ERR1713331	chromosome_like	polyamine antibiotic	7
ERR1713331	chromosome_like	orthosomycin antibiotic	5
ERR1713331	plasmid_like	tetracycline antibiotic	1617
ERR1713331	plasmid_like	fluoroquinolone antibiotic	1598
ERR1713331	plasmid_like	macrolide antibiotic	1441
ERR1713331	plasmid_like	penam	1309
ERR1713331	plasmid_like	cephalosporin	1033
ERR1713331	plasmid_like	phenicol antibiotic	893
ERR1713331	plasmid_like	disinfecting agents and antiseptics	836
ERR1713331	plasmid_like	carbapenem	790
ERR1713331	plasmid_like	cephamycin	723
ERR1713331	plasmid_like	peptide antibiotic	720
ERR1713331	plasmid_like	aminoglycoside antibiotic	622
ERR1713331	plasmid_like	monobactam	460
ERR1713331	plasmid_like	penem	455
ERR1713331	plasmid_like	aminocoumarin antibiotic	442
ERR1713331	plasmid_like	glycopeptide antibiotic	381
ERR1713331	plasmid_like	rifamycin antibiotic	367
ERR1713331	plasmid_like	diaminopyrimidine antibiotic	328
ERR1713331	plasmid_like	glycylcycline	320
ERR1713331	plasmid_like	lincosamide antibiotic	186
ERR1713331	plasmid_like	nitroimidazole antibiotic	143
ERR1713331	plasmid_like	streptogramin antibiotic	141
ERR1713331	plasmid_like	sulfonamide antibiotic	121
ERR1713331	plasmid_like	nucleoside antibiotic	117
ERR1713331	plasmid_like	phosphonic acid antibiotic	100
ERR1713331	plasmid_like	streptogramin A antibiotic	93
ERR1713331	plasmid_like	pleuromutilin antibiotic	82
ERR1713331	plasmid_like	isoniazid-like antibiotic	56
ERR1713331	plasmid_like	mupirocin-like antibiotic	54
ERR1713331	plasmid_like	oxazolidinone antibiotic	48
ERR1713331	plasmid_like	streptogramin B antibiotic	31
ERR1713331	plasmid_like	bicyclomycin-like antibiotic	28
ERR1713331	plasmid_like	antibacterial free fatty acids	23
ERR1713331	plasmid_like	fusidane antibiotic	17
ERR1713331	plasmid_like	nitrofuran antibiotic	12
ERR1713331	plasmid_like	elfamycin antibiotic	9
ERR1713331	plasmid_like	pyrazine antibiotic	6
ERR1713331	plasmid_like	salicylic acid antibiotic	4
ERR1713331	plasmid_like	thioamide antibiotic	3
ERR1713331	plasmid_like	orthosomycin antibiotic	1
ERR1713331	plasmid_like	polyamine antibiotic	1
ERR1713331	virus_like	fluoroquinolone antibiotic	299
ERR1713331	virus_like	tetracycline antibiotic	193
ERR1713331	virus_like	macrolide antibiotic	166
ERR1713331	virus_like	rifamycin antibiotic	135
ERR1713331	virus_like	peptide antibiotic	126
ERR1713331	virus_like	phenicol antibiotic	96
ERR1713331	virus_like	cephalosporin	91
ERR1713331	virus_like	penam	86
ERR1713331	virus_like	diaminopyrimidine antibiotic	78
ERR1713331	virus_like	disinfecting agents and antiseptics	78
ERR1713331	virus_like	mupirocin-like antibiotic	72
ERR1713331	virus_like	aminoglycoside antibiotic	70
ERR1713331	virus_like	carbapenem	65
ERR1713331	virus_like	glycopeptide antibiotic	59
ERR1713331	virus_like	streptogramin antibiotic	58
ERR1713331	virus_like	penem	51
ERR1713331	virus_like	cephamycin	50
ERR1713331	virus_like	lincosamide antibiotic	49
ERR1713331	virus_like	streptogramin A antibiotic	39
ERR1713331	virus_like	aminocoumarin antibiotic	33
ERR1713331	virus_like	monobactam	33
ERR1713331	virus_like	salicylic acid antibiotic	31
ERR1713331	virus_like	glycylcycline	25
ERR1713331	virus_like	pleuromutilin antibiotic	22
ERR1713331	virus_like	oxazolidinone antibiotic	19
ERR1713331	virus_like	elfamycin antibiotic	15
ERR1713331	virus_like	nitroimidazole antibiotic	14
ERR1713331	virus_like	fusidane antibiotic	14
ERR1713331	virus_like	isoniazid-like antibiotic	11
ERR1713331	virus_like	sulfonamide antibiotic	9
ERR1713331	virus_like	phosphonic acid antibiotic	7
ERR1713331	virus_like	nucleoside antibiotic	5
ERR1713331	virus_like	streptogramin B antibiotic	5
ERR1713331	virus_like	bicyclomycin-like antibiotic	2
ERR1713331	virus_like	orthosomycin antibiotic	1
ERR1713331	virus_like	antibacterial free fatty acids	1
ERR1713331	virus_like	pyrazine antibiotic	1
ERR1713332	chromosome_like	tetracycline antibiotic	1853
ERR1713332	chromosome_like	macrolide antibiotic	1693
ERR1713332	chromosome_like	fluoroquinolone antibiotic	1628
ERR1713332	chromosome_like	penam	1307
ERR1713332	chromosome_like	peptide antibiotic	1178
ERR1713332	chromosome_like	cephalosporin	981
ERR1713332	chromosome_like	aminoglycoside antibiotic	821
ERR1713332	chromosome_like	disinfecting agents and antiseptics	815
ERR1713332	chromosome_like	phenicol antibiotic	799
ERR1713332	chromosome_like	cephamycin	675
ERR1713332	chromosome_like	carbapenem	673
ERR1713332	chromosome_like	glycopeptide antibiotic	548
ERR1713332	chromosome_like	aminocoumarin antibiotic	495
ERR1713332	chromosome_like	rifamycin antibiotic	473
ERR1713332	chromosome_like	penem	398
ERR1713332	chromosome_like	monobactam	396
ERR1713332	chromosome_like	diaminopyrimidine antibiotic	317
ERR1713332	chromosome_like	glycylcycline	294
ERR1713332	chromosome_like	lincosamide antibiotic	260
ERR1713332	chromosome_like	streptogramin antibiotic	226
ERR1713332	chromosome_like	nitroimidazole antibiotic	187
ERR1713332	chromosome_like	sulfonamide antibiotic	178
ERR1713332	chromosome_like	streptogramin A antibiotic	152
ERR1713332	chromosome_like	oxazolidinone antibiotic	136
ERR1713332	chromosome_like	mupirocin-like antibiotic	132
ERR1713332	chromosome_like	phosphonic acid antibiotic	127
ERR1713332	chromosome_like	pleuromutilin antibiotic	125
ERR1713332	chromosome_like	nucleoside antibiotic	113
ERR1713332	chromosome_like	fusidane antibiotic	62
ERR1713332	chromosome_like	streptogramin B antibiotic	58
ERR1713332	chromosome_like	isoniazid-like antibiotic	58
ERR1713332	chromosome_like	elfamycin antibiotic	47
ERR1713332	chromosome_like	antibacterial free fatty acids	42
ERR1713332	chromosome_like	bicyclomycin-like antibiotic	36
ERR1713332	chromosome_like	pyrazine antibiotic	17
ERR1713332	chromosome_like	salicylic acid antibiotic	16
ERR1713332	chromosome_like	nitrofuran antibiotic	10
ERR1713332	chromosome_like	orthosomycin antibiotic	4
ERR1713332	chromosome_like	polyamine antibiotic	3
ERR1713332	chromosome_like	thioamide antibiotic	1
ERR1713332	plasmid_like	tetracycline antibiotic	484
ERR1713332	plasmid_like	fluoroquinolone antibiotic	436
ERR1713332	plasmid_like	macrolide antibiotic	425
ERR1713332	plasmid_like	penam	376
ERR1713332	plasmid_like	cephalosporin	307
ERR1713332	plasmid_like	phenicol antibiotic	273
ERR1713332	plasmid_like	peptide antibiotic	259
ERR1713332	plasmid_like	disinfecting agents and antiseptics	243
ERR1713332	plasmid_like	carbapenem	243
ERR1713332	plasmid_like	cephamycin	216
ERR1713332	plasmid_like	monobactam	170
ERR1713332	plasmid_like	aminoglycoside antibiotic	168
ERR1713332	plasmid_like	penem	159
ERR1713332	plasmid_like	aminocoumarin antibiotic	144
ERR1713332	plasmid_like	diaminopyrimidine antibiotic	95
ERR1713332	plasmid_like	glycopeptide antibiotic	92
ERR1713332	plasmid_like	rifamycin antibiotic	84
ERR1713332	plasmid_like	glycylcycline	75
ERR1713332	plasmid_like	lincosamide antibiotic	54
ERR1713332	plasmid_like	sulfonamide antibiotic	52
ERR1713332	plasmid_like	streptogramin antibiotic	45
ERR1713332	plasmid_like	nitroimidazole antibiotic	42
ERR1713332	plasmid_like	phosphonic acid antibiotic	32
ERR1713332	plasmid_like	streptogramin A antibiotic	31
ERR1713332	plasmid_like	nucleoside antibiotic	26
ERR1713332	plasmid_like	oxazolidinone antibiotic	26
ERR1713332	plasmid_like	pleuromutilin antibiotic	21
ERR1713332	plasmid_like	isoniazid-like antibiotic	11
ERR1713332	plasmid_like	mupirocin-like antibiotic	10
ERR1713332	plasmid_like	streptogramin B antibiotic	9
ERR1713332	plasmid_like	antibacterial free fatty acids	8
ERR1713332	plasmid_like	bicyclomycin-like antibiotic	7
ERR1713332	plasmid_like	nitrofuran antibiotic	6
ERR1713332	plasmid_like	elfamycin antibiotic	4
ERR1713332	plasmid_like	fusidane antibiotic	3
ERR1713332	plasmid_like	pyrazine antibiotic	3
ERR1713332	plasmid_like	polyamine antibiotic	1
ERR1713332	plasmid_like	thioamide antibiotic	1
ERR1713332	virus_like	fluoroquinolone antibiotic	82
ERR1713332	virus_like	tetracycline antibiotic	72
ERR1713332	virus_like	macrolide antibiotic	59
ERR1713332	virus_like	peptide antibiotic	52
ERR1713332	virus_like	cephalosporin	41
ERR1713332	virus_like	rifamycin antibiotic	41
ERR1713332	virus_like	penam	35
ERR1713332	virus_like	carbapenem	31
ERR1713332	virus_like	diaminopyrimidine antibiotic	29
ERR1713332	virus_like	mupirocin-like antibiotic	28
ERR1713332	virus_like	phenicol antibiotic	27
ERR1713332	virus_like	penem	26
ERR1713332	virus_like	lincosamide antibiotic	22
ERR1713332	virus_like	cephamycin	21
ERR1713332	virus_like	streptogramin antibiotic	21
ERR1713332	virus_like	streptogramin A antibiotic	20
ERR1713332	virus_like	disinfecting agents and antiseptics	17
ERR1713332	virus_like	aminoglycoside antibiotic	16
ERR1713332	virus_like	glycopeptide antibiotic	13
ERR1713332	virus_like	monobactam	12
ERR1713332	virus_like	aminocoumarin antibiotic	9
ERR1713332	virus_like	glycylcycline	8
ERR1713332	virus_like	pleuromutilin antibiotic	6
ERR1713332	virus_like	salicylic acid antibiotic	5
ERR1713332	virus_like	isoniazid-like antibiotic	5
ERR1713332	virus_like	nitroimidazole antibiotic	4
ERR1713332	virus_like	fusidane antibiotic	3
ERR1713332	virus_like	phosphonic acid antibiotic	2
ERR1713332	virus_like	elfamycin antibiotic	2
ERR1713332	virus_like	oxazolidinone antibiotic	2
ERR1713332	virus_like	antibacterial free fatty acids	1
ERR1713332	virus_like	nucleoside antibiotic	1
ERR1713332	virus_like	nitrofuran antibiotic	1
ERR1713332	virus_like	sulfonamide antibiotic	1
ERR1713332	virus_like	streptogramin B antibiotic	1
ERR1713332	virus_like	pyrazine antibiotic	1
ERR1713334	chromosome_like	tetracycline antibiotic	2738
ERR1713334	chromosome_like	macrolide antibiotic	2503
ERR1713334	chromosome_like	fluoroquinolone antibiotic	2501
ERR1713334	chromosome_like	penam	1857
ERR1713334	chromosome_like	peptide antibiotic	1471
ERR1713334	chromosome_like	cephalosporin	1365
ERR1713334	chromosome_like	disinfecting agents and antiseptics	1290
ERR1713334	chromosome_like	phenicol antibiotic	1163
ERR1713334	chromosome_like	aminoglycoside antibiotic	1095
ERR1713334	chromosome_like	cephamycin	927
ERR1713334	chromosome_like	glycopeptide antibiotic	920
ERR1713334	chromosome_like	carbapenem	876
ERR1713334	chromosome_like	rifamycin antibiotic	691
ERR1713334	chromosome_like	aminocoumarin antibiotic	642
ERR1713334	chromosome_like	glycylcycline	507
ERR1713334	chromosome_like	monobactam	499
ERR1713334	chromosome_like	penem	491
ERR1713334	chromosome_like	diaminopyrimidine antibiotic	418
ERR1713334	chromosome_like	lincosamide antibiotic	415
ERR1713334	chromosome_like	streptogramin antibiotic	304
ERR1713334	chromosome_like	nitroimidazole antibiotic	247
ERR1713334	chromosome_like	oxazolidinone antibiotic	214
ERR1713334	chromosome_like	sulfonamide antibiotic	212
ERR1713334	chromosome_like	mupirocin-like antibiotic	211
ERR1713334	chromosome_like	phosphonic acid antibiotic	205
ERR1713334	chromosome_like	pleuromutilin antibiotic	194
ERR1713334	chromosome_like	streptogramin A antibiotic	187
ERR1713334	chromosome_like	nucleoside antibiotic	143
ERR1713334	chromosome_like	fusidane antibiotic	90
ERR1713334	chromosome_like	isoniazid-like antibiotic	88
ERR1713334	chromosome_like	elfamycin antibiotic	82
ERR1713334	chromosome_like	streptogramin B antibiotic	65
ERR1713334	chromosome_like	antibacterial free fatty acids	36
ERR1713334	chromosome_like	bicyclomycin-like antibiotic	36
ERR1713334	chromosome_like	pyrazine antibiotic	27
ERR1713334	chromosome_like	nitrofuran antibiotic	23
ERR1713334	chromosome_like	salicylic acid antibiotic	20
ERR1713334	chromosome_like	polyamine antibiotic	5
ERR1713334	chromosome_like	orthosomycin antibiotic	3
ERR1713334	chromosome_like	thioamide antibiotic	2
ERR1713334	plasmid_like	tetracycline antibiotic	1075
ERR1713334	plasmid_like	fluoroquinolone antibiotic	1073
ERR1713334	plasmid_like	macrolide antibiotic	1015
ERR1713334	plasmid_like	penam	868
ERR1713334	plasmid_like	cephalosporin	629
ERR1713334	plasmid_like	phenicol antibiotic	566
ERR1713334	plasmid_like	disinfecting agents and antiseptics	554
ERR1713334	plasmid_like	peptide antibiotic	554
ERR1713334	plasmid_like	cephamycin	488
ERR1713334	plasmid_like	carbapenem	484
ERR1713334	plasmid_like	aminoglycoside antibiotic	419
ERR1713334	plasmid_like	glycopeptide antibiotic	385
ERR1713334	plasmid_like	aminocoumarin antibiotic	344
ERR1713334	plasmid_like	monobactam	342
ERR1713334	plasmid_like	penem	314
ERR1713334	plasmid_like	glycylcycline	253
ERR1713334	plasmid_like	rifamycin antibiotic	228
ERR1713334	plasmid_like	diaminopyrimidine antibiotic	178
ERR1713334	plasmid_like	lincosamide antibiotic	142
ERR1713334	plasmid_like	nitroimidazole antibiotic	106
ERR1713334	plasmid_like	streptogramin antibiotic	95
ERR1713334	plasmid_like	sulfonamide antibiotic	85
ERR1713334	plasmid_like	nucleoside antibiotic	63
ERR1713334	plasmid_like	pleuromutilin antibiotic	59
ERR1713334	plasmid_like	streptogramin A antibiotic	54
ERR1713334	plasmid_like	oxazolidinone antibiotic	50
ERR1713334	plasmid_like	phosphonic acid antibiotic	40
ERR1713334	plasmid_like	mupirocin-like antibiotic	30
ERR1713334	plasmid_like	isoniazid-like antibiotic	23
ERR1713334	plasmid_like	bicyclomycin-like antibiotic	22
ERR1713334	plasmid_like	antibacterial free fatty acids	17
ERR1713334	plasmid_like	streptogramin B antibiotic	15
ERR1713334	plasmid_like	fusidane antibiotic	13
ERR1713334	plasmid_like	nitrofuran antibiotic	12
ERR1713334	plasmid_like	pyrazine antibiotic	9
ERR1713334	plasmid_like	elfamycin antibiotic	4
ERR1713334	plasmid_like	thioamide antibiotic	1
ERR1713334	virus_like	fluoroquinolone antibiotic	264
ERR1713334	virus_like	tetracycline antibiotic	165
ERR1713334	virus_like	macrolide antibiotic	149
ERR1713334	virus_like	peptide antibiotic	102
ERR1713334	virus_like	penam	101
ERR1713334	virus_like	rifamycin antibiotic	99
ERR1713334	virus_like	phenicol antibiotic	84
ERR1713334	virus_like	cephalosporin	77
ERR1713334	virus_like	mupirocin-like antibiotic	69
ERR1713334	virus_like	diaminopyrimidine antibiotic	67
ERR1713334	virus_like	disinfecting agents and antiseptics	64
ERR1713334	virus_like	glycopeptide antibiotic	63
ERR1713334	virus_like	aminoglycoside antibiotic	57
ERR1713334	virus_like	carbapenem	51
ERR1713334	virus_like	cephamycin	50
ERR1713334	virus_like	penem	44
ERR1713334	virus_like	monobactam	37
ERR1713334	virus_like	streptogramin antibiotic	34
ERR1713334	virus_like	aminocoumarin antibiotic	31
ERR1713334	virus_like	lincosamide antibiotic	30
ERR1713334	virus_like	glycylcycline	29
ERR1713334	virus_like	streptogramin A antibiotic	25
ERR1713334	virus_like	nitroimidazole antibiotic	20
ERR1713334	virus_like	oxazolidinone antibiotic	13
ERR1713334	virus_like	pleuromutilin antibiotic	12
ERR1713334	virus_like	salicylic acid antibiotic	12
ERR1713334	virus_like	fusidane antibiotic	11
ERR1713334	virus_like	sulfonamide antibiotic	9
ERR1713334	virus_like	elfamycin antibiotic	8
ERR1713334	virus_like	isoniazid-like antibiotic	8
ERR1713334	virus_like	streptogramin B antibiotic	6
ERR1713334	virus_like	phosphonic acid antibiotic	4
ERR1713334	virus_like	nucleoside antibiotic	4
ERR1713334	virus_like	pyrazine antibiotic	3
ERR1713334	virus_like	nitrofuran antibiotic	2
ERR1713334	virus_like	orthosomycin antibiotic	1
ERR1713337	chromosome_like	tetracycline antibiotic	5591
ERR1713337	chromosome_like	macrolide antibiotic	4804
ERR1713337	chromosome_like	fluoroquinolone antibiotic	4533
ERR1713337	chromosome_like	penam	3472
ERR1713337	chromosome_like	peptide antibiotic	2419
ERR1713337	chromosome_like	disinfecting agents and antiseptics	2206
ERR1713337	chromosome_like	cephalosporin	2177
ERR1713337	chromosome_like	aminoglycoside antibiotic	2173
ERR1713337	chromosome_like	glycopeptide antibiotic	1915
ERR1713337	chromosome_like	phenicol antibiotic	1880
ERR1713337	chromosome_like	cephamycin	1443
ERR1713337	chromosome_like	carbapenem	1359
ERR1713337	chromosome_like	aminocoumarin antibiotic	1338
ERR1713337	chromosome_like	rifamycin antibiotic	1103
ERR1713337	chromosome_like	monobactam	835
ERR1713337	chromosome_like	glycylcycline	812
ERR1713337	chromosome_like	penem	767
ERR1713337	chromosome_like	lincosamide antibiotic	632
ERR1713337	chromosome_like	diaminopyrimidine antibiotic	593
ERR1713337	chromosome_like	streptogramin antibiotic	522
ERR1713337	chromosome_like	nitroimidazole antibiotic	424
ERR1713337	chromosome_like	mupirocin-like antibiotic	382
ERR1713337	chromosome_like	oxazolidinone antibiotic	370
ERR1713337	chromosome_like	sulfonamide antibiotic	341
ERR1713337	chromosome_like	pleuromutilin antibiotic	338
ERR1713337	chromosome_like	streptogramin A antibiotic	319
ERR1713337	chromosome_like	phosphonic acid antibiotic	258
ERR1713337	chromosome_like	fusidane antibiotic	241
ERR1713337	chromosome_like	isoniazid-like antibiotic	184
ERR1713337	chromosome_like	elfamycin antibiotic	169
ERR1713337	chromosome_like	nucleoside antibiotic	163
ERR1713337	chromosome_like	streptogramin B antibiotic	128
ERR1713337	chromosome_like	antibacterial free fatty acids	59
ERR1713337	chromosome_like	bicyclomycin-like antibiotic	51
ERR1713337	chromosome_like	pyrazine antibiotic	37
ERR1713337	chromosome_like	salicylic acid antibiotic	34
ERR1713337	chromosome_like	nitrofuran antibiotic	19
ERR1713337	chromosome_like	polyamine antibiotic	8
ERR1713337	chromosome_like	orthosomycin antibiotic	5
ERR1713337	plasmid_like	tetracycline antibiotic	613
ERR1713337	plasmid_like	fluoroquinolone antibiotic	548
ERR1713337	plasmid_like	macrolide antibiotic	543
ERR1713337	plasmid_like	penam	462
ERR1713337	plasmid_like	cephalosporin	349
ERR1713337	plasmid_like	aminoglycoside antibiotic	301
ERR1713337	plasmid_like	disinfecting agents and antiseptics	292
ERR1713337	plasmid_like	phenicol antibiotic	283
ERR1713337	plasmid_like	peptide antibiotic	272
ERR1713337	plasmid_like	cephamycin	229
ERR1713337	plasmid_like	carbapenem	224
ERR1713337	plasmid_like	glycopeptide antibiotic	221
ERR1713337	plasmid_like	aminocoumarin antibiotic	199
ERR1713337	plasmid_like	monobactam	156
ERR1713337	plasmid_like	penem	141
ERR1713337	plasmid_like	glycylcycline	106
ERR1713337	plasmid_like	diaminopyrimidine antibiotic	101
ERR1713337	plasmid_like	rifamycin antibiotic	91
ERR1713337	plasmid_like	lincosamide antibiotic	77
ERR1713337	plasmid_like	streptogramin antibiotic	61
ERR1713337	plasmid_like	sulfonamide antibiotic	59
ERR1713337	plasmid_like	nitroimidazole antibiotic	52
ERR1713337	plasmid_like	pleuromutilin antibiotic	36
ERR1713337	plasmid_like	streptogramin A antibiotic	33
ERR1713337	plasmid_like	phosphonic acid antibiotic	31
ERR1713337	plasmid_like	nucleoside antibiotic	28
ERR1713337	plasmid_like	oxazolidinone antibiotic	23
ERR1713337	plasmid_like	isoniazid-like antibiotic	21
ERR1713337	plasmid_like	mupirocin-like antibiotic	19
ERR1713337	plasmid_like	fusidane antibiotic	17
ERR1713337	plasmid_like	streptogramin B antibiotic	12
ERR1713337	plasmid_like	bicyclomycin-like antibiotic	7
ERR1713337	plasmid_like	antibacterial free fatty acids	7
ERR1713337	plasmid_like	elfamycin antibiotic	5
ERR1713337	plasmid_like	nitrofuran antibiotic	3
ERR1713337	plasmid_like	pyrazine antibiotic	3
ERR1713337	virus_like	fluoroquinolone antibiotic	274
ERR1713337	virus_like	tetracycline antibiotic	153
ERR1713337	virus_like	macrolide antibiotic	131
ERR1713337	virus_like	peptide antibiotic	120
ERR1713337	virus_like	rifamycin antibiotic	98
ERR1713337	virus_like	penam	93
ERR1713337	virus_like	phenicol antibiotic	70
ERR1713337	virus_like	glycopeptide antibiotic	66
ERR1713337	virus_like	cephalosporin	63
ERR1713337	virus_like	lincosamide antibiotic	52
ERR1713337	virus_like	disinfecting agents and antiseptics	51
ERR1713337	virus_like	mupirocin-like antibiotic	51
ERR1713337	virus_like	streptogramin antibiotic	49
ERR1713337	virus_like	aminoglycoside antibiotic	48
ERR1713337	virus_like	diaminopyrimidine antibiotic	42
ERR1713337	virus_like	aminocoumarin antibiotic	40
ERR1713337	virus_like	cephamycin	39
ERR1713337	virus_like	carbapenem	36
ERR1713337	virus_like	streptogramin A antibiotic	30
ERR1713337	virus_like	oxazolidinone antibiotic	27
ERR1713337	virus_like	monobactam	24
ERR1713337	virus_like	penem	23
ERR1713337	virus_like	pleuromutilin antibiotic	20
ERR1713337	virus_like	salicylic acid antibiotic	20
ERR1713337	virus_like	glycylcycline	15
ERR1713337	virus_like	nitroimidazole antibiotic	13
ERR1713337	virus_like	elfamycin antibiotic	13
ERR1713337	virus_like	streptogramin B antibiotic	11
ERR1713337	virus_like	sulfonamide antibiotic	8
ERR1713337	virus_like	phosphonic acid antibiotic	6
ERR1713337	virus_like	fusidane antibiotic	5
ERR1713337	virus_like	isoniazid-like antibiotic	5
ERR1713337	virus_like	nucleoside antibiotic	2
ERR1713337	virus_like	pyrazine antibiotic	2
ERR1713337	virus_like	nitrofuran antibiotic	1
ERR1713339	chromosome_like	macrolide antibiotic	231
ERR1713339	chromosome_like	tetracycline antibiotic	229
ERR1713339	chromosome_like	fluoroquinolone antibiotic	226
ERR1713339	chromosome_like	penam	179
ERR1713339	chromosome_like	peptide antibiotic	143
ERR1713339	chromosome_like	cephalosporin	137
ERR1713339	chromosome_like	phenicol antibiotic	113
ERR1713339	chromosome_like	aminoglycoside antibiotic	107
ERR1713339	chromosome_like	disinfecting agents and antiseptics	106
ERR1713339	chromosome_like	glycopeptide antibiotic	95
ERR1713339	chromosome_like	cephamycin	89
ERR1713339	chromosome_like	carbapenem	79
ERR1713339	chromosome_like	rifamycin antibiotic	75
ERR1713339	chromosome_like	aminocoumarin antibiotic	53
ERR1713339	chromosome_like	streptogramin antibiotic	47
ERR1713339	chromosome_like	penem	46
ERR1713339	chromosome_like	lincosamide antibiotic	45
ERR1713339	chromosome_like	monobactam	45
ERR1713339	chromosome_like	diaminopyrimidine antibiotic	36
ERR1713339	chromosome_like	glycylcycline	34
ERR1713339	chromosome_like	mupirocin-like antibiotic	28
ERR1713339	chromosome_like	nitroimidazole antibiotic	27
ERR1713339	chromosome_like	streptogramin A antibiotic	26
ERR1713339	chromosome_like	phosphonic acid antibiotic	22
ERR1713339	chromosome_like	oxazolidinone antibiotic	21
ERR1713339	chromosome_like	sulfonamide antibiotic	19
ERR1713339	chromosome_like	pleuromutilin antibiotic	18
ERR1713339	chromosome_like	nucleoside antibiotic	14
ERR1713339	chromosome_like	fusidane antibiotic	12
ERR1713339	chromosome_like	elfamycin antibiotic	11
ERR1713339	chromosome_like	streptogramin B antibiotic	7
ERR1713339	chromosome_like	isoniazid-like antibiotic	6
ERR1713339	chromosome_like	pyrazine antibiotic	5
ERR1713339	chromosome_like	antibacterial free fatty acids	4
ERR1713339	chromosome_like	bicyclomycin-like antibiotic	4
ERR1713339	chromosome_like	salicylic acid antibiotic	2
ERR1713339	chromosome_like	nitrofuran antibiotic	1
ERR1713339	chromosome_like	thioamide antibiotic	1
ERR1713339	plasmid_like	macrolide antibiotic	82
ERR1713339	plasmid_like	tetracycline antibiotic	69
ERR1713339	plasmid_like	fluoroquinolone antibiotic	66
ERR1713339	plasmid_like	penam	52
ERR1713339	plasmid_like	cephalosporin	50
ERR1713339	plasmid_like	phenicol antibiotic	49
ERR1713339	plasmid_like	carbapenem	41
ERR1713339	plasmid_like	disinfecting agents and antiseptics	41
ERR1713339	plasmid_like	cephamycin	37
ERR1713339	plasmid_like	monobactam	31
ERR1713339	plasmid_like	peptide antibiotic	29
ERR1713339	plasmid_like	penem	29
ERR1713339	plasmid_like	aminoglycoside antibiotic	28
ERR1713339	plasmid_like	aminocoumarin antibiotic	21
ERR1713339	plasmid_like	streptogramin antibiotic	18
ERR1713339	plasmid_like	lincosamide antibiotic	17
ERR1713339	plasmid_like	glycopeptide antibiotic	17
ERR1713339	plasmid_like	diaminopyrimidine antibiotic	16
ERR1713339	plasmid_like	rifamycin antibiotic	16
ERR1713339	plasmid_like	glycylcycline	14
ERR1713339	plasmid_like	streptogramin A antibiotic	10
ERR1713339	plasmid_like	pleuromutilin antibiotic	9
ERR1713339	plasmid_like	oxazolidinone antibiotic	6
ERR1713339	plasmid_like	sulfonamide antibiotic	6
ERR1713339	plasmid_like	phosphonic acid antibiotic	4
ERR1713339	plasmid_like	nitroimidazole antibiotic	4
ERR1713339	plasmid_like	streptogramin B antibiotic	4
ERR1713339	plasmid_like	mupirocin-like antibiotic	3
ERR1713339	plasmid_like	nucleoside antibiotic	3
ERR1713339	plasmid_like	nitrofuran antibiotic	2
ERR1713339	plasmid_like	fusidane antibiotic	2
ERR1713339	plasmid_like	antibacterial free fatty acids	2
ERR1713339	plasmid_like	isoniazid-like antibiotic	1
ERR1713339	virus_like	macrolide antibiotic	21
ERR1713339	virus_like	tetracycline antibiotic	19
ERR1713339	virus_like	fluoroquinolone antibiotic	17
ERR1713339	virus_like	penam	11
ERR1713339	virus_like	peptide antibiotic	8
ERR1713339	virus_like	rifamycin antibiotic	7
ERR1713339	virus_like	aminoglycoside antibiotic	7
