sample_id	iso3	country	collection_date	run_accession	fastq_1	fastq_2	md5_1	md5_2	bytes_1	bytes_2	already_processed
ERR1726004	SVN	Slovenia	2016-01-25	ERR1726004	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726004/ERR1726004_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726004/ERR1726004_2.fastq.gz	b4e94e06543ad2045d44e5250854fed2	c903dad45538595f544e7f05a2a5a566	447899000	530854854	NO
ERR1726005	SWE	Sweden	2016-02-11	ERR1726005	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726005/ERR1726005_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726005/ERR1726005_2.fastq.gz	49e3cfb7b05f718c8e1f78fac73677bf	2aa8f20580545a43e6f0cc55f462feb9	1963493988	2210417742	NO
ERR1726009	TUR	Turkey	2016-02-03	ERR1726009	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726009/ERR1726009_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726009/ERR1726009_2.fastq.gz	b6421db38f8ad9c1e510c644000ab766	6e159f7045bcb8ec561633a52224de78	1100734756	1288617467	NO
ERR1726032	ZMB	Zambia	2016-01-12	ERR1726032	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726032/ERR1726032_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726032/ERR1726032_2.fastq.gz	aea52c8c82e03b3e478c400a0ca3f995	e35ed4e74f73051132dc07b94cc6c75f	1354120602	1512452448	NO
ERR2592246	AUT	Austria	2016-02-04	ERR2592246	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592246/ERR2592246_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592246/ERR2592246_2.fastq.gz	e6644784be49d2b0880afdaddfb93551	89692173c8d8fd2559ea7a1514f74394	2098246458	2093759580	NO
ERR2592251	CHE	Switzerland	2016-01-27	ERR2592251	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592251/ERR2592251_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592251/ERR2592251_2.fastq.gz	d7eb0c8c6361da0097b150a85b3f4a2d	51effe1b572b5a1fe2112aa644640a3c	1294635329	1354295538	NO
ERR2592253	CZE	Czech Republic	2016-02-01	ERR2592253	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2592253/ERR2592253_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2592253/ERR2592253_2.fastq.gz	bcc74f74594b126d1404d90ecf0b6d11	7807197a49871ee504f0c583a6b54095	2611961685	2743879191	NO
ERR2592254	DEU	Germany	2016-02-08	ERR2592254	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592254/ERR2592254_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592254/ERR2592254_2.fastq.gz	f64cc594927076f20ba5ecd6aa99497f	61434c716a407a67cd194f7c728e7e98	764337500	759476825	NO
ERR2592256	GEO	Georgia	2016-01-25	ERR2592256	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592256/ERR2592256_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592256/ERR2592256_2.fastq.gz	1967ef6e18cb69b29771fb956330825f	c165c8596c8b6915ccdcf9fc4b914611	2250116506	2240883310	NO
ERR2592257	HRV	Croatia	2016-02-08	ERR2592257	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2592257/ERR2592257_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2592257/ERR2592257_2.fastq.gz	f8063df080c140980a8cdfe00e23dc59	29ca90510924e00ad9f29222801ae922	846338389	840386821	NO
ERR2592258	IND	India	2016-01-27	ERR2592258	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592258/ERR2592258_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592258/ERR2592258_2.fastq.gz	21a969f672f6f1fc6d4dba3cf86a064d	d0251979c867684a1c0d4434e4a5d7e9	2625918909	2737520080	NO
ERR2592268	POL	Poland	2016-02-02	ERR2592268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592268/ERR2592268_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592268/ERR2592268_2.fastq.gz	d52c272cc4f5780676c74006ed4c9859	991439f81a21ecef2d60b53dd8f1c82d	2198390567	2270239044	NO
ERR2592270	SRB	Serbia	2016-01-27	ERR2592270	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592270/ERR2592270_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592270/ERR2592270_2.fastq.gz	020c08c09c92839445af6ee49b613784	cc1c9c1d7a60091cc030ba8a04430477	1183620406	1188174310	NO
ERR2592271	SVN	Slovenia	2016-01-25	ERR2592271	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592271/ERR2592271_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592271/ERR2592271_2.fastq.gz	27f12ef0df27a0195ea8404513cfbb0b	981ee44d6ebdd48fa8dc88d5847a706b	1553640438	1537318988	NO
ERR2592273	TUR	Turkey	2016-02-03	ERR2592273	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2592273/ERR2592273_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2592273/ERR2592273_2.fastq.gz	d312c9dd4f90b1c299b8558cd98d8b9d	50ae7e6ba484f3fc5030807623603af2	1792053831	1779541615	NO
ERR2592331	CHE	Switzerland	2016-01-27	ERR2592331	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592331/ERR2592331_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592331/ERR2592331_2.fastq.gz	987ae884bcf7742fa9b011e99618d1f2	d46b46165772d798a15fb485e7755a8e	1004778717	1110691898	NO
ERR9855092	DEU	Germany	2016-02-09	ERR9855092	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR985/002/ERR9855092/ERR9855092_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR985/002/ERR9855092/ERR9855092_2.fastq.gz	ed3de06625a5f77c961d1a722fa5ad80	0c4c3861fa7cd14ec235f08b4dcaeb05	2127060793	2156792904	NO
ERR1713333	AUS	Australia	2016-02-08	ERR1713333	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1713333/ERR1713333_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1713333/ERR1713333_2.fastq.gz	bfea335a303e0d31c201f1558ae5ed2e	fc8bf0651f74708aa7ed02c59f745dfe	532635367	593130937	NO
ERR1713335	BGR	Bulgaria	2016-02-04	ERR1713335	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1713335/ERR1713335_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1713335/ERR1713335_2.fastq.gz	7dffffc3eba4b064c639a31cb1f2ff7f	6468bf857d707c77492da7cca9b63148	2174772425	2461173013	NO
ERR1713343	CHE	Switzerland	2016-01-27	ERR1713343	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1713343/ERR1713343_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1713343/ERR1713343_2.fastq.gz	29422787337f5c23238f6bfef209d79a	5ad7b8d12ec76f4ebc7f441d22d806fe	982388379	1096923759	NO
ERR1713351	DNK	Denmark	2016-02-03	ERR1713351	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1713351/ERR1713351_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1713351/ERR1713351_2.fastq.gz	1e7f2f4f631ddeb896f17cfa35c8353c	33ac1142e89e24071ff9f608eb6151ed	2366353340	2676840850	NO
ERR1713356	FIN	Finland	2016-01-26	ERR1713356	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1713356/ERR1713356_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1713356/ERR1713356_2.fastq.gz	918d88f6804e2001dbc18a3032097e2f	58ad4aed4a19d69068e7ab4b8fadb69b	1911828035	2147429163	NO
ERR1713357	GEO	Georgia	2016-01-25	ERR1713357	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1713357/ERR1713357_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1713357/ERR1713357_2.fastq.gz	7ae493d3d6e30abc29c42145445b9d08	6234b56679b33c5005ae2610be2359f9	2149785062	2420340749	NO
ERR1713360	HRV	Croatia	2016-02-08	ERR1713360	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1713360/ERR1713360_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1713360/ERR1713360_2.fastq.gz	c3659f3073932551919d9aac80a96530	5abc8291ca16592c6ceaa5e607f5f8ac	1403838903	1567286645	NO
ERR1713363	IRL	Ireland	2016-02-10	ERR1713363	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1713363/ERR1713363_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1713363/ERR1713363_2.fastq.gz	15ae8716d840f3d801bad900fe586c74	5be0dd30eaa34e704f3b62ee40dee852	3124566151	3468990743	NO
ERR1713373	LVA	Latvia	2016-02-01	ERR1713373	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1713373/ERR1713373_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1713373/ERR1713373_2.fastq.gz	f42ffaf7844bee3de6d710bfcf783ad5	8d04b7268b33fa92630eeb7f2bd9796d	957492162	1046866441	NO
ERR1713376	MLT	Malta	2016-02-01	ERR1713376	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1713376/ERR1713376_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1713376/ERR1713376_2.fastq.gz	5e7d90d342f0daae1e58d2566b93458e	96fbed2ad5a7a430a8bb40b040a24db5	2179299337	2444649996	NO
ERR1713380	NOR	Norway	2016-02-03	ERR1713380	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1713380/ERR1713380_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1713380/ERR1713380_2.fastq.gz	0066c9abb9c078b680657b7273efa622	8f72c486a378fe39b674e0f52717411f	2703955155	3062360237	NO
ERR1713389	SVK	Slovakia	2016-02-02	ERR1713389	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1713389/ERR1713389_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1713389/ERR1713389_2.fastq.gz	c642a6e78a550c8abc1ecacffe991dc8	4abee685dac1544c8064210f5013f6f2	2347887130	2558481618	NO
ERR1713390	SVN	Slovenia	2016-01-25	ERR1713390	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1713390/ERR1713390_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1713390/ERR1713390_2.fastq.gz	7da390a65ae1ebcd3bbc13be7f5ac4f2	c644e799ab24b8647df3a3c77fdeb5b3	3510403295	3875195510	NO
ERR1713391	SWE	Sweden	2016-02-02	ERR1713391	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1713391/ERR1713391_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1713391/ERR1713391_2.fastq.gz	f22f1451690947cdda4295d3028dd12b	8a28920a4f53d2d9429812abb2655ecc	4231626651	4734120703	NO
ERR1713392	SWE	Sweden	2016-02-11	ERR1713392	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1713392/ERR1713392_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1713392/ERR1713392_2.fastq.gz	86a330d2932767ead59ca372fffafc59	75356cb8cafac12e55611b03cec561a1	3066519985	3367106160	NO
ERR1713395	TUR	Turkey	2016-02-03	ERR1713395	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1713395/ERR1713395_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1713395/ERR1713395_2.fastq.gz	2bcd688953ae0b59ab6525d4a058f614	1b687e6d51eb974273d756b5416b71a1	3432372318	3860751508	NO
ERR1713411	ZMB	Zambia	2016-01-12	ERR1713411	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1713411/ERR1713411_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1713411/ERR1713411_2.fastq.gz	8db1b93358f5a27b929f636c13d6bac6	3d7fa2cbc5b41bde2034377df6c42906	1650864492	1835112826	NO
ERR1725939	AUS	Australia	2016-02-04	ERR1725939	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1725939/ERR1725939_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1725939/ERR1725939_2.fastq.gz	f36360f51f08ca6748988ef7875a1cf7	93e64fb70852138593070ba3190a6cb1	390034738	467282971	NO
ERR1725940	AUS	Australia	2016-02-04	ERR1725940	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1725940/ERR1725940_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1725940/ERR1725940_2.fastq.gz	213f162b6b748fdce5c277c7b74ad434	3ddf144bda57371873886cd7520cff34	331370115	353273799	NO
ERR1725948	BGR	Bulgaria	2016-02-04	ERR1725948	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1725948/ERR1725948_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1725948/ERR1725948_2.fastq.gz	954df46ee2c469f61178c59b070d8830	9adb4ffb0a404e00ada7e747644fd6a0	649060361	767226507	NO
ERR1725963	CHE	Switzerland	2016-01-27	ERR1725963	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1725963/ERR1725963_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1725963/ERR1725963_2.fastq.gz	a6f4cab18a062d0b657fa67af0ec7ca4	550c4ee9b92e3db6e3ebc40b876d3406	410773169	484299154	NO
ERR1725964	CHE	Switzerland	2016-01-27	ERR1725964	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1725964/ERR1725964_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1725964/ERR1725964_2.fastq.gz	ccfe2a54ba9e1066edf84d79e9c34090	9af9aeb92d38c8d2dd4ecb5ffe26ec3d	263993611	305404861	NO
ERR1725968	DEU	Germany	2016-02-08	ERR1725968	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1725968/ERR1725968_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1725968/ERR1725968_2.fastq.gz	20b227bcc51308e002da26654f655668	955cd46cdea6424b75744042917ee648	335759238	394395921	NO
ERR1725974	GEO	Georgia	2016-01-25	ERR1725974	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1725974/ERR1725974_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1725974/ERR1725974_2.fastq.gz	019f70bd4833730432ae3f45d24ecce6	55718a1133337f3094b8918bb8ba6d43	1543169792	1722926726	NO
ERR1725978	IND	India	2016-01-27	ERR1725978	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1725978/ERR1725978_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1725978/ERR1725978_2.fastq.gz	767644e8d20e4a2366e79585c3a102c1	383e50a2596129afb431799fed61d8a2	858722351	1014865840	NO
ERR1725982	ISL	Iceland	2016-02-02	ERR1725982	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1725982/ERR1725982_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1725982/ERR1725982_2.fastq.gz	b38fef4b64cbac336216c3bacf9c7df2	74d9d9e1bed83c7192dd57333d199a56	514518197	604468054	NO
ERR1725993	MLT	Malta	2016-02-01	ERR1725993	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1725993/ERR1725993_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1725993/ERR1725993_2.fastq.gz	daed7d1231e2f7f9ddbcff06ee226a03	9d7223066cfff9acdc08e2988b61d1ae	949555933	1104572320	NO
ERR1726000	POL	Poland	2016-02-02	ERR1726000	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726000/ERR1726000_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726000/ERR1726000_2.fastq.gz	6822de687404bd9bd841d9c8ac3c6369	fb67a6c1336394d18f4bd494869f49be	270867872	314342164	NO
ERR1726003	SVK	Slovakia	2016-02-02	ERR1726003	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726003/ERR1726003_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726003/ERR1726003_2.fastq.gz	a033a707a1cd538355b21a439f7c2d75	55ab43fae14ce7a1904b068687c53c60	1013715180	1189109069	NO
ERR1726030	ZAF	South Africa	2016-02-04	ERR1726030	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726030/ERR1726030_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726030/ERR1726030_2.fastq.gz	ee98271b039ce4514cc1f0fce6705b81	8a31a0329226cce50b2e32343fa6ebc1	164595920	191561940	NO
ERR1726033	ZMB	Zambia	2016-01-12	ERR1726033	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726033/ERR1726033_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726033/ERR1726033_2.fastq.gz	0324d8faeb6e2974cc396017af021769	72471739bef321091326093601b0875a	3395421289	3890779770	NO
ERR1726034	ZMB	Zambia	2016-01-12	ERR1726034	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726034/ERR1726034_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726034/ERR1726034_2.fastq.gz	caaed849cf6360d903eb8f398cd35e32	4886615606b9faed5b09dcb5cd7e1f4f	575491064	675233930	NO
ERR1726035	ZMB	Zambia	2016-01-12	ERR1726035	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726035/ERR1726035_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726035/ERR1726035_2.fastq.gz	0356a9abd7936c86ff2467122881cd12	eb4b7f6a5112cf4a4222670794f1fb90	1433921343	1714659006	NO
ERR2592255	FIN	Finland	2016-01-26	ERR2592255	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2592255/ERR2592255_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2592255/ERR2592255_2.fastq.gz	617b2f3b6e62fc4d78fc4d2279417c37	639b47ea45eb131e9cff7823fbeadbf6	2298002035	2403419852	NO
ERR2592260	ISL	Iceland	2016-02-02	ERR2592260	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592260/ERR2592260_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592260/ERR2592260_2.fastq.gz	9148d268eb0c0fd20e1c1dcf6a54db38	5756a14f2ca7736ee1811b5d3343b683	2469922077	2597223783	NO
ERR2592262	LVA	Latvia	2016-02-01	ERR2592262	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592262/ERR2592262_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592262/ERR2592262_2.fastq.gz	17ca09c621af721c86a44907efffc3e6	ec8c154c8845d5833d2f3e70850bad8d	520961874	518993681	NO
ERR2592266	NLD	Netherlands	2016-01-27	ERR2592266	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592266/ERR2592266_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592266/ERR2592266_2.fastq.gz	790a75c8428199e838d609aef5662868	b57c7f7193258b8586f0cbbfa3a5eb4a	3200811620	3159487438	NO
ERR2592282	ZMB	Zambia	2016-01-25	ERR2592282	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592282/ERR2592282_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592282/ERR2592282_2.fastq.gz	aaf66cd845055ced999d1d4fe92e5d0c	03e3703001d9e62ca670564674307d5c	2014752273	2012131335	NO
ERR2592335	HRV	Croatia	2016-02-08	ERR2592335	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2592335/ERR2592335_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2592335/ERR2592335_2.fastq.gz	25f348cd484282d0a09cd18294ce7b51	97e9e36b53452e5ac7863d2dc9c8faef	756823349	864356197	NO
ERR2592336	LVA	Latvia	2016-02-01	ERR2592336	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592336/ERR2592336_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592336/ERR2592336_2.fastq.gz	572e1becf3f06c6afc725650119c2ac7	9d9d427eb315d5e78bd95ebb4114e7a3	1074456434	1183223824	NO
ERR9855086	AUS	Australia	2016-08-02	ERR9855086	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR985/006/ERR9855086/ERR9855086_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR985/006/ERR9855086/ERR9855086_2.fastq.gz	dae7f68a1b4815ea90a4c40a894d46f5	671127f4aa4c793c888222cbd8736cb6	2349624497	2403642928	NO
ERR9855089	DEU	Germany	2016-02-09	ERR9855089	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR985/009/ERR9855089/ERR9855089_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR985/009/ERR9855089/ERR9855089_2.fastq.gz	b55bed68b3e0bba66dc33cdc1864ce8f	f6694b062cb8600651af6bdc40981a8c	2129593793	2160562910	NO
